,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4691,39,2,14161,0,12,1,0,1,0,0,0,0,29,2,1
4693,9,2,638,11,9,0,2,3,0,0,0,0,19,0,1
4695,15,4,10917,1,8,1,8,1,0,0,0,0,39,0,1
4696,11,2,13222,1,8,1,9,1,0,0,0,0,39,0,1
4697,10,2,20129,14,3,0,8,5,0,0,0,0,34,20,1
4698,6,2,7661,10,4,3,10,0,0,0,0,0,39,36,1
4699,42,2,13930,4,5,1,10,1,0,0,0,0,39,0,1
4700,9,2,6430,7,7,0,10,5,4,0,0,0,47,20,1
4701,19,2,8573,4,5,0,6,0,0,0,0,0,39,0,1
4702,1,2,1780,1,8,0,9,3,0,1,0,0,14,0,1
4703,16,2,7798,10,4,2,6,0,0,0,0,0,68,0,1
4705,23,2,16125,1,8,2,13,4,0,1,0,0,47,36,1
4706,31,2,13230,1,8,1,12,1,0,0,0,0,42,0,1
4707,10,1,6006,4,5,1,10,1,0,0,0,0,47,0,1
4708,2,2,19103,11,9,0,8,3,0,0,0,0,19,0,1
4710,9,2,12827,11,9,2,10,0,0,0,0,0,42,0,1
4711,28,3,17411,13,10,1,3,1,0,0,63,0,39,0,1
4712,3,2,13157,11,9,0,0,3,0,1,0,0,19,0,1
4713,15,3,5640,1,8,2,10,4,0,0,0,0,39,0,1
4714,5,2,2377,11,9,0,6,3,0,1,0,0,12,0,1
4715,5,2,91,1,8,0,0,0,0,0,0,0,39,0,1
4716,21,0,18560,1,8,0,8,4,1,1,1,0,37,0,1
4718,29,2,17323,5,1,6,8,4,4,1,0,0,29,36,1
4719,22,2,14946,0,12,2,1,0,0,1,0,0,24,0,1
4720,62,1,7837,1,8,6,8,0,0,1,0,0,23,0,1
4722,7,2,17504,1,8,0,9,3,0,0,0,0,39,17,1
4723,14,2,12877,11,9,1,10,1,0,0,33,0,64,0,1
4724,20,1,2319,0,12,1,9,1,2,0,50,0,74,31,1
4725,6,2,5691,1,8,0,10,5,0,0,0,0,39,0,1
4726,14,2,15618,11,9,1,11,1,0,0,0,22,44,18,1
4728,5,0,1993,0,12,0,7,3,0,1,0,0,42,0,1
4730,38,4,13468,1,8,2,8,4,0,1,0,0,37,0,1
4731,26,2,12991,1,8,2,10,5,0,0,0,0,39,0,1
4732,6,2,15596,14,3,0,12,4,4,0,0,0,35,36,1
4733,12,2,13976,1,8,0,0,4,0,0,0,0,34,36,1
4734,5,2,14649,13,10,0,8,5,0,1,0,0,39,36,1
4735,5,2,17779,11,9,0,9,0,0,0,0,0,41,0,1
4737,12,2,11335,11,9,0,13,3,0,0,0,0,44,0,1
4738,8,0,5870,11,9,0,11,0,1,0,0,0,39,0,1
4739,16,3,12548,1,8,0,1,0,0,1,0,0,39,0,1
4741,14,2,3651,15,15,0,7,0,0,1,0,0,27,0,1
4743,38,2,4466,0,12,1,9,1,0,0,0,0,39,0,1
4744,19,2,11183,7,7,0,1,0,0,0,70,0,49,0,1
4748,34,2,10206,12,11,2,1,4,0,0,0,0,54,3,1
4749,45,4,15120,0,12,2,7,0,1,1,0,0,39,0,1
4751,6,2,17136,0,12,1,7,1,0,0,0,0,39,0,1
4754,33,5,9283,1,8,2,1,4,0,1,0,0,39,0,1
4756,15,1,975,0,12,1,10,1,0,0,0,0,39,0,1
4757,20,3,11548,11,9,1,13,1,0,0,0,0,39,0,1
4759,59,2,3396,4,5,6,9,4,1,1,0,0,11,0,1
4760,37,2,11932,0,12,2,9,0,1,1,0,0,59,0,1
4762,14,2,17510,11,9,0,0,0,0,1,0,0,51,0,1
4764,48,1,17540,2,14,2,7,0,0,0,0,30,39,0,1
4767,4,2,15166,11,9,0,7,3,0,1,0,0,9,0,1
4769,9,0,4326,11,9,0,10,0,0,1,0,0,39,0,1
4770,1,2,5984,8,6,0,8,3,0,1,0,0,7,0,1
4771,17,4,1158,1,8,1,8,1,0,0,0,0,49,0,1
4773,27,1,214,11,9,0,12,3,0,0,0,0,59,0,1
4774,13,2,1554,12,11,0,2,0,0,1,0,0,39,0,1
4775,19,1,12496,0,12,0,10,3,0,0,0,0,39,0,1
4777,5,2,16692,11,9,0,9,0,0,0,0,0,19,0,1
4779,6,2,2764,1,8,0,9,3,2,0,0,0,39,0,1
4781,22,1,18732,0,12,4,10,3,0,0,0,0,34,0,1
4783,2,2,16339,11,9,0,6,3,0,0,0,0,15,0,1
4785,8,2,14009,11,9,0,10,5,2,1,0,0,39,9,1
4787,29,2,15725,1,8,1,13,1,0,0,0,0,39,0,1
4788,20,2,4994,9,13,1,7,1,0,0,0,0,44,0,1
4789,24,3,2733,1,8,1,8,1,0,0,0,0,39,0,1
4790,23,1,1373,11,9,1,7,1,0,0,0,0,19,0,1
4791,27,2,19533,1,8,2,0,4,0,1,0,0,39,0,1
4792,15,2,14602,1,8,1,13,1,0,0,0,0,39,0,1
4794,31,2,9404,1,8,1,13,1,0,0,0,0,47,0,1
4795,17,2,8305,0,12,1,1,1,0,0,0,0,39,0,1
4796,12,2,14253,13,10,0,0,3,1,1,0,0,39,0,1
4798,19,4,9904,1,8,0,11,0,2,0,0,0,39,0,1
4799,42,4,8110,0,12,0,0,0,0,0,0,0,37,0,1
4800,12,2,17641,7,7,1,11,1,0,0,0,0,39,36,1
4802,8,2,16778,1,8,1,13,1,0,0,0,0,39,0,1
4803,10,2,5517,12,11,0,8,0,2,1,0,0,34,5,1
4804,31,2,664,1,8,1,12,1,0,0,0,0,68,0,1
4809,16,2,12763,11,9,0,2,3,0,0,0,0,19,0,1
4811,9,2,7278,0,12,0,7,0,0,1,0,0,39,0,1
4813,42,2,15271,1,8,1,13,1,0,0,0,0,29,6,1
4814,13,2,12379,1,8,0,0,3,0,1,0,0,39,0,1
4815,14,4,8721,12,11,1,0,2,0,1,0,0,34,0,1
4817,10,2,4917,0,12,0,1,0,0,1,0,0,39,0,1
4819,39,2,11097,12,11,2,0,4,0,1,66,0,39,0,1
4820,7,2,18205,1,8,1,13,1,0,0,0,0,39,0,1
4821,30,2,13266,0,12,2,9,4,0,1,0,0,49,0,1
4822,34,2,10040,0,12,0,7,0,1,0,0,0,34,0,1
4823,17,2,19570,1,8,1,10,1,0,0,0,0,44,0,1
4824,30,2,19009,1,8,2,8,4,1,0,0,0,8,0,1
4826,3,2,7047,11,9,0,0,4,2,1,0,0,39,31,1
4828,14,2,11291,8,6,2,8,0,0,1,0,0,39,0,1
4829,25,2,11938,13,10,2,8,4,0,1,0,0,31,0,1
4830,35,2,10753,3,2,3,10,5,0,0,0,0,39,36,1
4831,39,2,19263,1,8,6,0,0,0,1,0,0,39,0,1
4834,64,2,18740,11,9,2,0,0,0,1,0,0,19,0,1
4837,17,2,5062,1,8,0,0,0,0,1,0,0,39,0,1
4839,7,2,1990,13,10,0,2,4,1,1,0,0,39,0,1
4840,3,2,17530,1,8,0,8,4,0,0,0,52,39,0,1
4841,51,3,14218,11,9,2,0,5,1,1,30,0,39,0,1
4842,43,2,13817,1,8,4,9,0,0,1,0,0,31,0,1
4843,20,3,16751,11,9,1,10,1,0,0,0,0,39,0,1
4844,8,2,9772,14,3,0,6,4,0,0,0,0,39,0,1
4845,19,3,2103,1,8,1,0,1,0,0,0,0,39,0,1
4846,28,2,2503,12,11,1,10,1,0,0,0,0,39,0,1
4848,14,2,7276,0,12,4,1,0,0,1,0,0,68,0,1
4849,30,1,2717,0,12,1,12,1,0,0,0,0,59,0,1
4851,58,2,17393,0,12,1,1,1,0,0,0,0,23,0,1
4852,26,4,7908,11,9,1,3,1,0,0,0,0,39,0,1
4853,1,2,8665,1,8,0,6,3,0,0,0,0,39,0,1
4854,8,2,2384,0,12,0,2,0,2,1,0,10,39,5,1
4855,3,2,16197,1,8,0,0,3,0,1,0,0,39,0,1
4856,15,2,10876,1,8,0,9,0,0,1,0,0,49,0,1
4857,40,5,3696,0,12,1,1,1,0,0,0,0,19,0,1
4859,1,1,1022,1,8,0,12,5,0,0,0,0,39,0,1
4860,24,4,2972,0,12,4,7,4,1,1,0,0,39,0,1
4861,31,2,6904,1,8,0,13,5,0,0,0,0,39,17,1
4863,24,0,18734,13,10,1,1,1,0,0,0,0,39,0,1
4864,6,2,10175,1,8,0,10,3,1,1,0,24,19,0,1
4866,16,2,15907,1,8,0,10,3,0,0,0,0,39,18,1
4867,41,2,10975,1,8,1,13,1,0,0,0,0,39,0,1
4868,5,2,8192,11,9,0,9,5,0,0,0,0,64,0,1
4869,16,2,6624,11,9,2,8,0,0,1,0,0,49,0,1
4871,8,2,18780,1,8,0,0,3,0,1,0,0,39,0,1
4876,8,4,9746,0,12,0,7,3,0,0,0,0,39,0,1
4877,30,3,3575,11,9,2,0,4,1,1,0,0,39,0,1
4879,25,0,1682,12,11,2,7,0,1,0,0,0,39,0,1
4881,8,2,17316,0,12,0,10,0,0,0,0,0,39,36,1
4882,12,2,12486,4,5,1,10,1,0,0,76,0,39,0,1
4883,9,2,16469,11,9,0,9,0,0,0,0,0,44,0,1
4886,17,2,4784,1,8,4,1,4,0,1,0,0,29,0,1
4887,16,3,7913,12,11,0,0,4,1,1,0,0,39,0,1
4889,11,2,11566,1,8,1,10,1,0,0,0,0,44,0,1
4890,34,1,7198,11,9,1,12,1,0,0,0,0,72,0,1
4891,4,2,8795,11,9,0,8,0,0,1,0,0,34,0,1
4892,6,2,13368,12,11,0,8,3,0,1,0,0,34,0,1
4893,13,2,7717,1,8,0,2,0,0,1,0,0,39,0,1
4895,21,5,15468,1,8,0,12,0,0,0,0,0,49,0,1
4896,3,2,11372,1,8,0,9,0,0,0,0,0,39,0,1
4899,27,4,3720,9,13,0,7,0,0,0,0,45,41,0,1
4901,28,4,11641,0,12,0,1,0,0,0,0,0,39,0,1
4902,30,2,3434,11,9,1,10,1,0,0,0,0,39,0,1
4904,0,2,1753,4,5,0,8,3,0,0,0,0,29,0,1
4907,20,2,928,11,9,0,0,0,0,1,0,0,39,0,1
4909,38,4,9557,9,13,6,7,4,0,1,4,0,49,0,1
4910,24,2,10592,1,8,1,13,1,0,0,0,0,47,0,1
4911,6,2,4195,0,12,0,0,3,0,1,24,0,39,0,1
4912,21,2,8701,11,9,0,0,3,1,1,0,0,39,0,1
4913,6,2,15443,0,12,0,6,5,0,1,0,0,39,1,1
4915,1,2,10731,8,6,0,1,3,0,0,0,0,19,0,1
4916,30,2,389,13,10,1,8,1,0,0,0,0,39,0,1
4917,8,2,15272,11,9,0,7,0,0,1,0,0,7,0,1
4918,24,1,19707,1,8,1,1,1,0,0,0,0,49,0,1
4919,6,2,14903,11,9,0,0,5,2,1,0,0,23,31,1
4920,24,2,9740,1,8,1,0,2,0,1,0,0,39,0,1
4921,9,2,6767,11,9,1,1,1,0,0,33,0,49,0,1
4922,13,4,15029,11,9,0,0,0,0,0,0,0,39,0,1
4924,18,2,14999,1,8,2,1,4,0,1,0,0,39,0,1
4926,12,2,5167,11,9,4,2,4,0,1,0,0,39,0,1
4927,4,2,12604,11,9,3,0,3,0,1,0,0,14,0,1
4929,27,1,10576,1,8,2,11,4,0,0,0,0,59,0,1
4930,17,4,17185,10,4,0,8,3,0,0,0,0,39,0,1
4931,2,2,16808,1,8,0,8,3,0,1,0,0,24,0,1
4933,14,0,4540,12,11,4,8,4,1,1,0,0,39,0,1
4934,8,2,16983,1,8,1,6,1,0,0,33,0,39,0,1
4936,29,3,18186,8,6,6,0,0,0,1,0,0,39,0,1
4937,1,2,11324,7,7,0,0,3,0,0,0,0,39,0,1
4938,14,2,1285,11,9,1,0,2,0,1,0,37,19,0,1
4939,11,0,16631,1,8,1,0,3,0,1,0,0,39,0,1
4945,21,4,13824,11,9,1,7,1,0,0,0,0,43,0,1
4946,7,2,10921,0,12,0,9,0,0,0,0,0,59,0,1
4948,43,3,44,11,9,2,7,0,3,1,0,0,39,0,1
4954,19,2,8817,1,8,2,9,0,0,1,0,0,39,0,1
4955,48,4,12365,1,8,1,8,1,0,0,0,0,7,0,1
4956,24,2,18915,0,12,6,1,4,0,0,0,0,19,0,1
4957,8,2,4285,9,13,4,8,3,0,1,0,0,39,0,1
4959,43,2,13928,13,10,6,0,0,0,0,0,0,39,0,1
4960,0,4,14984,8,6,0,7,3,0,1,0,0,19,38,1
4962,14,2,7470,12,11,0,10,3,4,0,0,0,49,0,1
4963,30,2,8751,9,13,0,7,0,0,1,0,0,34,0,1
4964,28,1,11273,11,9,1,11,1,0,0,0,0,44,0,1
4965,34,2,17226,0,12,0,7,0,0,0,0,0,39,0,1
4966,6,2,6479,1,8,0,13,3,1,0,0,0,39,0,1
4968,17,2,13678,1,8,0,1,5,0,0,0,0,49,0,1
4969,2,2,308,11,9,0,7,3,0,0,0,0,9,0,1
4971,29,0,339,1,8,1,11,1,0,0,0,0,39,0,1
4973,20,2,20167,4,5,1,12,1,0,0,0,0,34,36,1
4975,12,2,2502,1,8,1,0,1,0,0,0,0,44,0,1
4977,38,2,19469,1,8,1,10,1,0,0,0,0,39,0,1
4979,17,2,19954,1,8,3,6,0,0,0,0,0,39,20,1
4981,24,2,15243,0,12,0,0,0,0,0,0,0,39,0,1
4984,10,2,11375,1,8,0,10,3,1,0,0,0,39,0,1
4985,12,2,17065,11,9,0,6,4,1,0,0,0,36,0,1
4986,2,3,227,7,7,0,8,3,0,1,0,0,29,0,1
4987,30,4,1009,0,12,1,7,1,0,0,0,0,39,0,1
4989,35,2,16000,13,10,4,1,4,1,1,0,0,59,0,1
4990,16,1,5082,12,11,2,9,0,0,0,0,0,59,0,1
4991,12,2,15820,10,4,1,11,1,0,0,0,0,39,0,1
4992,6,2,769,1,8,1,6,1,0,0,0,0,39,0,1
4993,6,2,2374,11,9,0,1,0,0,0,0,0,39,0,1
4994,22,2,13131,0,12,1,1,1,0,0,0,0,59,0,1
4995,26,2,13657,3,2,0,13,4,0,1,0,0,39,36,1
4998,9,2,14967,1,8,0,0,0,0,0,0,0,59,0,1
4999,41,4,1645,11,9,0,7,0,0,1,0,0,54,0,1
5001,38,2,7347,0,12,0,2,5,0,1,0,23,37,0,1
5002,9,2,6080,1,8,1,1,2,0,1,76,0,39,0,1
5003,11,2,8093,1,8,0,13,4,0,1,0,0,39,0,1
5004,19,2,1933,1,8,1,10,1,1,0,0,0,39,0,1
5005,23,2,13921,1,8,1,9,1,0,0,0,0,49,0,1
5006,2,2,16508,8,6,0,8,0,0,0,0,0,39,0,1
5008,25,2,15213,0,12,1,11,1,0,0,0,0,39,0,1
5009,59,2,11923,10,4,1,3,1,0,0,0,0,12,0,1
5010,6,0,17237,13,10,0,2,0,0,1,0,0,39,0,1
5011,21,1,12264,3,2,0,11,0,0,0,0,0,39,0,1
5012,16,0,2560,9,13,0,7,0,2,0,0,0,29,22,1
5015,15,2,6639,1,8,1,13,1,1,0,0,0,39,0,1
5016,27,4,12182,11,9,2,7,4,0,1,0,0,24,0,1
5017,10,2,11798,1,8,2,0,3,1,1,0,0,39,0,1
5018,16,3,5908,11,9,0,1,0,0,0,0,0,49,0,1
5019,5,2,19721,3,2,0,6,0,0,0,0,0,39,36,1
5021,27,2,9182,1,8,1,10,1,0,0,0,0,39,0,1
5022,25,2,4268,1,8,1,11,1,3,0,0,0,59,0,1
5023,17,2,6223,11,9,0,0,0,0,1,0,0,39,0,1
5024,28,3,10017,1,8,1,0,1,0,0,0,32,39,0,1
5025,40,5,16498,1,8,1,9,1,0,0,0,0,39,1,1
5028,35,2,19483,1,8,1,12,1,4,0,0,0,48,36,1
5029,0,2,5301,7,7,0,9,3,0,1,0,0,14,0,1
5030,12,2,3843,1,8,0,8,3,0,0,0,0,29,2,1
5032,3,2,91,11,9,0,6,0,0,0,0,0,23,0,1
5034,33,1,9347,1,8,1,12,1,0,0,0,0,49,0,1
5035,38,2,2808,1,8,1,5,2,0,1,0,0,29,0,1
5036,10,2,11367,12,11,1,0,2,1,1,0,0,24,0,1
5037,11,2,6205,0,12,1,1,1,0,0,0,0,44,0,1
5038,38,2,12904,13,10,1,13,1,0,0,0,0,44,0,1
5039,27,3,1196,11,9,1,10,1,0,0,0,0,39,0,1
5040,36,0,6876,11,9,0,3,0,0,1,0,0,39,0,1
5041,6,2,5166,1,8,1,10,1,0,0,0,0,39,0,1
5042,8,2,18865,1,8,2,0,0,0,1,0,0,39,0,1
5043,27,0,6849,0,12,2,7,0,0,1,0,0,39,0,1
5046,29,2,1788,1,8,1,10,1,0,0,0,0,39,0,1
5047,9,2,17613,11,9,0,11,0,0,0,0,0,39,0,1
5048,13,2,16969,14,3,4,12,0,0,0,0,0,44,36,1
5050,35,2,7634,1,8,1,1,1,0,0,0,0,47,0,1
5052,22,2,1726,1,8,4,9,0,0,1,0,0,46,0,1
5054,4,2,17695,1,8,0,10,3,0,0,3,0,39,0,1
5055,5,0,5213,11,9,0,8,3,0,0,0,0,9,0,1
5056,9,2,17925,11,9,1,13,1,0,0,0,0,39,0,1
5057,9,0,1782,11,9,1,8,1,0,0,0,0,39,0,1
5059,25,2,9659,11,9,2,0,0,0,1,0,0,29,0,1
5060,23,2,8399,11,9,1,11,1,0,0,0,0,42,0,1
5061,5,2,13223,8,6,0,10,3,0,0,0,0,44,0,1
5063,27,2,4484,11,9,1,10,1,0,0,0,0,39,0,1
5065,16,1,16938,5,1,3,10,0,0,0,0,0,39,36,1
5066,28,2,5443,1,8,1,1,1,0,0,0,0,49,0,1
5067,1,2,2514,8,6,1,6,3,0,0,0,0,39,0,1
5068,15,4,15362,11,9,0,10,0,0,0,0,0,39,0,1
5070,3,2,9268,11,9,0,7,3,0,0,0,0,14,0,1
5071,51,1,19747,1,8,1,12,1,0,0,0,0,19,0,1
5074,28,2,17796,1,8,1,9,1,0,0,0,0,39,0,1
5076,15,3,5841,1,8,0,8,3,1,1,0,0,31,0,1
5077,18,2,8899,0,12,2,8,0,0,1,0,0,39,0,1
5078,22,2,15966,1,8,1,10,1,0,0,0,0,39,0,1
5079,36,2,5765,14,3,1,13,1,0,0,0,0,39,0,1
5080,13,2,12916,11,9,4,9,4,1,1,0,0,15,0,1
5082,23,2,12061,0,12,2,3,0,0,0,0,0,44,0,1
5083,8,2,15238,11,9,0,0,0,1,1,0,0,39,12,1
5084,24,2,16357,1,8,0,9,0,1,1,0,0,59,0,1
5086,16,2,8895,1,8,1,10,1,0,0,0,0,39,0,1
5087,11,2,6708,1,8,0,10,3,0,0,0,0,39,0,1
5089,36,2,5333,11,9,1,9,1,0,0,0,0,54,0,1
5090,27,2,16192,5,1,0,8,3,0,0,0,0,9,0,1
5091,18,2,8856,1,8,2,1,4,0,1,0,0,39,0,1
5092,21,2,9047,11,9,2,10,3,0,0,0,0,57,7,1
5093,17,2,9708,1,8,1,13,1,0,0,0,0,39,0,1
5094,16,2,16366,1,8,2,13,0,0,1,0,0,39,0,1
5095,7,0,8388,11,9,1,0,2,0,1,0,0,44,0,1
5096,48,4,17733,1,8,6,8,4,1,1,0,0,24,0,1
5097,12,2,14379,12,11,1,9,1,0,0,0,0,59,0,1
5100,20,2,684,14,3,1,12,1,0,0,37,0,59,0,1
5102,45,2,2324,11,9,1,8,1,0,0,0,0,39,0,1
5103,37,1,12934,1,8,1,9,1,0,0,0,0,59,0,1
5104,71,2,1519,11,9,0,8,0,2,0,0,0,34,0,1
5105,16,2,12417,12,11,3,10,0,0,0,0,0,19,0,1
5106,40,2,4364,11,9,1,1,1,0,0,0,32,44,0,1
5107,8,2,11960,12,11,0,10,3,0,0,0,0,39,0,1
5109,35,2,14433,0,12,3,8,0,0,0,0,0,49,0,1
5110,4,2,5124,11,9,0,13,3,0,0,0,0,39,0,1
5111,14,2,18726,1,8,0,8,4,1,0,0,0,17,0,1
5112,22,2,13819,9,13,1,11,1,0,0,0,0,39,7,1
5113,42,3,14855,1,8,6,13,4,0,1,0,0,39,0,1
5114,12,1,8027,1,8,1,1,1,0,0,0,0,54,0,1
5115,32,2,14330,14,3,0,7,5,1,0,0,0,44,0,1
5116,17,2,17495,10,4,1,10,1,0,0,0,0,39,0,1
5117,5,2,5585,0,12,0,9,0,0,0,0,0,39,0,1
5118,15,2,12704,0,12,1,9,1,4,0,0,0,39,38,1
5119,22,0,5359,1,8,2,8,4,1,1,0,0,39,0,1
5120,29,2,15794,9,13,1,7,1,0,0,0,0,59,0,1
5122,17,2,1213,1,8,0,8,0,0,0,0,0,39,0,1
5123,11,4,15170,9,13,1,7,2,0,1,0,47,54,0,1
5124,1,2,5253,7,7,0,9,3,0,1,0,0,23,0,1
5125,3,2,13291,1,8,0,9,0,0,0,0,0,29,0,1
5126,3,2,4938,1,8,0,13,5,0,1,0,0,39,0,1
5127,38,0,164,13,10,6,1,0,3,1,0,0,37,0,1
5128,5,2,13216,11,9,0,9,3,1,1,0,0,39,0,1
5129,43,1,6834,9,13,1,1,1,0,0,0,0,39,0,1
5130,23,2,13302,4,5,2,10,0,0,0,0,0,49,0,1
5131,30,0,13715,11,9,1,0,2,0,1,0,0,29,0,1
5132,6,2,10407,0,12,0,1,0,0,1,0,0,34,2,1
5133,40,4,1169,1,8,6,11,0,0,1,0,0,39,0,1
5134,35,2,9740,8,6,1,8,1,0,0,0,0,39,0,1
5135,25,2,13435,14,3,6,10,4,0,0,0,0,39,0,1
5136,8,2,18435,12,11,0,6,3,0,0,0,0,19,0,1
5138,24,3,1777,11,9,0,3,3,0,0,0,0,39,0,1
5139,23,0,16007,13,10,1,8,1,1,0,0,0,29,0,1
5141,41,2,12274,1,8,0,11,3,0,0,0,0,39,2,1
5142,9,2,11160,0,12,0,8,0,1,1,0,0,34,0,1
5143,40,2,18880,4,5,2,0,5,0,1,0,0,68,3,1
5144,11,2,16149,1,8,1,9,1,0,0,0,27,59,0,1
5145,25,2,11501,1,8,4,9,4,0,1,0,0,39,0,1
5146,11,2,1701,11,9,0,1,0,0,0,24,0,54,0,1
5148,22,1,5525,10,4,1,10,1,0,0,0,0,39,0,1
5149,11,2,11892,1,8,1,13,1,1,0,0,0,39,0,1
5151,34,1,13373,11,9,2,9,4,0,1,0,0,49,0,1
5152,10,2,8559,11,9,0,0,0,0,1,0,0,38,0,1
5153,24,2,1844,1,8,2,0,4,0,1,0,0,42,0,1
5154,11,2,15733,0,12,1,10,1,0,0,0,0,39,0,1
5157,32,2,1153,1,8,1,0,2,0,1,0,0,29,0,1
5159,10,2,4305,11,9,1,10,1,0,0,0,0,48,0,1
5161,15,2,11414,1,8,1,0,2,1,1,0,0,39,0,1
5162,15,4,2912,1,8,1,8,1,0,0,0,0,40,0,1
5163,10,2,6174,9,13,0,9,3,0,0,0,0,39,0,1
5165,5,2,789,13,10,0,7,0,0,0,0,0,29,0,1
5168,41,1,1401,1,8,1,12,1,0,0,0,0,49,0,1
5170,9,2,14082,10,4,1,10,1,0,0,0,0,34,0,1
5171,4,2,2000,1,8,0,9,0,0,0,0,0,54,0,1
5174,6,2,12140,0,12,0,9,3,0,0,0,0,19,0,1
5177,50,2,11700,11,9,2,0,0,0,1,0,0,39,0,1
5178,24,4,9316,1,8,2,11,0,1,1,0,0,37,0,1
5181,1,2,14817,8,6,0,10,3,0,0,0,0,34,0,1
5182,8,2,13396,3,2,1,6,3,0,0,0,0,39,0,1
5183,26,0,6889,2,14,2,7,0,0,0,0,0,49,0,1
5186,48,1,13859,0,12,1,9,1,0,0,0,0,14,0,1
5187,49,2,4743,13,10,6,7,0,0,1,0,0,34,0,1
5188,16,2,5529,8,6,0,11,0,1,0,0,0,59,0,1
5189,34,2,7106,1,8,1,0,2,1,1,53,0,37,0,1
5190,10,5,1997,1,8,1,10,1,0,0,0,37,39,0,1
5191,0,2,7700,7,7,0,8,3,0,1,0,0,15,0,1
5195,26,4,4842,11,9,2,0,4,0,1,0,0,39,0,1
5197,46,2,16188,0,12,1,9,1,0,0,0,37,34,0,1
5199,25,2,1717,12,11,2,0,4,0,1,0,0,39,0,1
5203,0,2,6345,4,5,0,7,3,0,0,0,0,19,0,1
5204,13,1,589,1,8,0,10,0,0,0,0,0,39,0,1
5205,13,2,7842,0,12,0,7,0,0,0,0,0,49,4,1
5206,5,2,1074,11,9,0,8,0,0,0,0,0,24,0,1
5208,11,2,7235,1,8,0,8,4,1,1,0,0,51,0,1
5210,7,2,18450,11,9,0,9,5,1,1,0,0,39,0,1
5212,17,1,9239,13,10,0,12,0,0,0,0,0,49,0,1
5213,9,2,14427,11,9,0,9,5,0,1,0,0,19,0,1
5215,8,2,3087,13,10,1,1,1,0,0,0,0,72,0,1
5216,11,2,637,0,12,0,9,0,0,0,0,0,44,0,1
5217,19,2,13131,1,8,0,10,0,0,1,0,0,39,0,1
5218,7,2,14074,0,12,0,1,0,0,0,0,0,39,0,1
5219,34,5,8485,0,12,1,1,2,2,1,0,0,34,14,1
5221,1,2,17076,7,7,0,0,3,0,0,0,0,11,0,1
5223,44,2,2351,11,9,2,0,0,0,1,0,0,39,0,1
5225,26,2,17545,14,3,1,13,1,0,0,0,0,39,0,1
5226,34,2,8200,1,8,1,10,1,0,0,0,0,39,0,1
5229,7,2,11110,11,9,1,6,1,0,0,0,0,29,0,1
5230,3,0,8114,11,9,1,8,1,0,0,0,0,19,0,1
5232,40,4,17744,14,3,2,8,0,0,0,0,0,39,0,1
5233,32,5,11641,11,9,1,9,1,0,0,0,0,59,0,1
5235,5,2,16043,8,6,0,9,0,0,1,0,0,39,0,1
5237,4,2,12736,11,9,0,9,3,0,1,0,0,19,0,1
5239,35,1,3782,11,9,0,7,3,0,1,0,0,34,0,1
5240,8,2,9986,12,11,0,2,3,0,1,0,0,39,0,1
5241,33,2,12564,11,9,3,8,0,0,1,0,0,39,1,1
5242,18,0,2693,11,9,1,1,1,0,0,0,0,76,0,1
5243,33,2,12142,13,10,4,7,4,0,1,0,0,39,0,1
5244,41,2,6695,1,8,1,10,1,0,0,0,0,24,0,1
5245,31,3,3227,0,12,2,1,0,0,0,0,0,44,0,1
5246,13,2,1061,11,9,2,0,0,0,1,0,0,34,2,1
5247,1,2,9991,8,6,0,6,3,0,0,0,0,11,0,1
5248,12,1,8340,1,8,1,10,1,0,0,0,0,39,0,1
5249,35,1,1062,11,9,1,9,1,0,0,0,0,44,0,1
5250,46,2,6770,1,8,1,9,1,0,0,65,0,39,0,1
5252,7,2,7772,11,9,0,13,3,0,1,0,0,41,0,1
5253,13,4,7595,12,11,0,3,0,1,0,0,0,39,0,1
5254,6,2,13674,1,8,1,13,1,4,0,0,0,39,36,1
5256,4,2,18711,0,12,0,8,3,0,1,0,0,19,0,1
5257,11,2,3252,11,9,0,10,0,0,0,0,0,42,36,1
5258,3,2,17362,1,8,0,0,3,0,0,0,0,39,0,1
5259,1,2,5947,8,6,0,8,3,0,0,0,0,19,27,1
5260,4,2,18442,11,9,0,0,3,0,1,0,0,14,0,1
5261,10,2,18967,1,8,0,10,0,0,0,0,0,39,0,1
5262,25,2,9783,11,9,2,2,0,0,1,0,0,39,0,1
5263,4,2,4036,11,9,0,8,3,0,1,0,0,29,0,1
5265,10,3,1313,0,12,0,0,0,0,1,0,0,39,0,1
5266,6,1,11035,1,8,0,11,3,0,0,0,0,39,0,1
5268,5,0,10511,0,12,0,7,3,0,1,0,0,11,0,1
5270,21,2,8057,1,8,2,11,0,0,0,0,0,39,0,1
5271,3,2,12194,1,8,0,11,5,0,0,0,0,39,0,1
5272,71,2,6668,10,4,0,0,0,0,1,0,0,39,0,1
5273,18,2,4655,13,10,1,9,1,0,0,0,0,39,0,1
5277,6,2,14668,12,11,0,7,3,0,0,0,0,39,0,1
5278,17,2,20007,8,6,1,6,1,0,0,0,0,39,36,1
5279,6,5,16569,0,12,2,9,0,0,1,0,0,42,0,1
5280,22,0,6640,11,9,1,3,1,0,0,0,0,39,0,1
5281,2,2,1109,11,9,0,6,0,0,0,0,0,54,0,1
5283,23,2,8552,9,13,2,7,0,0,0,0,0,42,0,1
